##//////////////////////////////////////////////////////////////////////////////////
##
## CO2 EMISSIONS FROM LAND USE CHANGE 
##
## Provided are annual and cumulative CO2 emissions from anthropogenic land use 
## change, simulated using the LPX model in a D1 setup (see Pongratz et al., 2014) 
## under constant preindustrial environmental boundary conditions, and following six 
## different land use change scenarios (HYDE 3.1, HYDE 3.1 upper, HYDE 3.2, 
## HYDE 3.2 upper, KK10, KK10D). Further description is provided in the manuscript. 
##
## Citation: Stocker et al.: Holocene peatland and ice core data constraints on 
## the timing and magnitude of CO2 emissions from past land use, PNAS, 2017 
##
## Columns description:
## 1.  year         year CE (AD)
## 2.  hyde31       LUC emissions following scenario HYDE 3.1 (PgC yr-1)
## 3.  hyde32       LUC emissions following scenario HYDE 3.2 (PgC yr-1)
## 4.  hyde31u      LUC emissions following scenario HYDE 3.1 upper (PgC yr-1)
## 5.  hyde32u      LUC emissions following scenario HYDE 3.2 upper (PgC yr-1)
## 6.  kk10         LUC emissions following scenario HYDE KK 10 (PgC yr-1)
## 7.  kk10d        LUC emissions following scenario HYDE KK 10D (PgC yr-1)
## 8.  hyde31_cum   cumulative LUC emissions following scenario HYDE 3.1, (PgC)   
## 9.  hyde32_cum   cumulative LUC emissions following scenario HYDE 3.2, (PgC)   
## 10. hyde31u_cum  cumulative LUC emissions following scenario HYDE 3.1 upper, (PgC)    
## 11. hyde32u_cum  cumulative LUC emissions following scenario HYDE 3.2 upper, (PgC)
## 12. kk10_cum     cumulative LUC emissions following scenario HYDE KK 10, (PgC)
## 13. kk10d_cum    cumulative LUC emissions following scenario HYDE KK 10D, (PgC)   
## ----------------------------------------------------------------------------------
"year","hyde31","hyde32","hyde31u","hyde32u","kk10","kk10d","hyde31_cum","hyde32_cum","hyde31u_cum","hyde32u_cum","kk10_cum","kk10d_cum"
-8219,0.00308781310035866,-0.00151119407018996,0.00268092230000438,-0.00206498456418558,0.012352600000118,0.00330009166918899,2.67090653820002,2.83282982969695,2.65061148359968,2.74884141411485,33.3643151999999,0.0992244441749788
-8218,-0.00101203370020375,-0.00227832839573239,0.000581273100304092,0.000306703963360633,0.0396951999999606,0.00900504343098874,2.66989450449982,2.83055150130122,2.65119275669999,2.74914811807821,33.4040103999998,0.108229487605968
-8217,0.00278821140020669,0.00279864125286622,0.000981564399748946,0.00212104260890555,0.0064577999999571,-0.00378347251080413,2.67268271590002,2.83335014255408,2.65217432109974,2.75126916068712,33.4104681999998,0.104446015095163
-8216,0.0015867722000531,0.0027329491308592,0.00257908590025679,0.0063593472627872,0.00150280000045511,-0.00647127278443804,2.67426948810008,2.83608309168494,2.65475340699999,2.7576285079499,33.4119710000002,0.0979747423107254
-8215,0.00418854089985521,0.000124865799989493,0.000682190500051638,0.00110647082601645,0.0138314999995153,0.00861549423007091,2.67845802899993,2.83620795748493,2.65543559750004,2.75873497877592,33.4258024999998,0.106590236540796
-8214,0.00139006390010321,0.00216122798110518,0.000884483900001509,0.00282918569018875,0.0440880000002721,-0.00102061566485645,2.67984809290004,2.83836918546604,2.65632008140005,2.76156416446611,33.4698905,0.10556962087594
-8213,-0.00370861310020809,0.00270448956734981,0.00138673409964862,-2.90397570097412e-05,0.0543489999996827,-0.00242102827587587,2.67613947979983,2.84107367503339,2.65770681549969,2.7615351247091,33.5242394999997,0.103148592600064
-8212,-0.00180941859954817,0.000680110469602369,0.00138510080055806,-0.00138429281332719,0.0272543000005472,-0.00037928690926492,2.67433006120028,2.84175378550299,2.65909191630025,2.76015083189577,33.5514938000003,0.102769305690799
-8211,0.00149092169985088,0.000140383590860438,0.000985607099748931,0.00456828734149894,0.0155034999998711,-0.0018416582588543,2.67582098290013,2.84189416909385,2.6600775234,2.76471911923727,33.5669973000001,0.100927647431945
-8210,0.00319175270010619,0.00219805822189301,0.00218701379990249,-0.00281110135847484,-0.0863871000001928,-0.0254441351307833,2.67901273560024,2.84409222731574,2.6622645371999,2.7619080178788,33.4806101999999,0.0754835123011615
-8209,0.0023922706998523,-0.000821090424778959,0.00378790359995562,0.00126778890125934,0.0254557999998872,-0.00425700590722045,2.68140500630009,2.84327113689096,2.66605244079986,2.76317580678005,33.5060659999998,0.071226506393941
-8208,-0.00410747210010765,-0.00697584741192259,-0.00201175509995266,-0.00531856040925049,-0.0132105000000751,-0.000951297829033138,2.67729753419998,2.83629528947904,2.66404068569991,2.7578572463708,33.4928554999997,0.0702752085649079
-8207,-0.000705978100051685,-0.00209839711396853,-0.000409148499899592,0.00180282652718233,0.0361098000003079,-0.00060658527081614,2.67659155609993,2.83419689236507,2.66363153720001,2.75966007289799,33.5289653000001,0.0696686232940918
-8206,0.000594069800304131,0.00221105510308917,0.000590793000304124,0.00378843615908409,-0.0126338999999729,-0.00104364884509778,2.67718562590023,2.83640794746816,2.66422233020031,2.76344850905707,33.5163314000001,0.068624974448994
-8205,0.00389449629970312,-0.00207668926714177,0.000791382599344415,0.00216238174607497,0.00834599999960561,-0.00120190288680533,2.68108012219994,2.83433125820102,2.66501371279966,2.76561089080315,33.5246773999997,0.0674230715621887
-8204,-0.00090523790000141,-0.00332315243576886,-0.000108192699747489,-0.00221660738498031,0.000409300000249413,-0.00252428061003229,2.68017488429993,2.83100810576525,2.66490552009991,2.76339428341817,33.5250866999999,0.0648987909521564
-8203,0.00369696410020809,0.00377259011975184,-4.51229999998137e-06,0.00806161634591263,-0.0144884000000278,1.07616538116417e-05,2.68387184840014,2.834780695885,2.66490100779991,2.77145589976408,33.5105982999999,0.064909552605968
-8202,0.000996710599748929,-0.00338591009995071,-0.018805007400283,-0.00398608815203261,-0.025060299999943,-0.00100534787316064,2.68486855899989,2.83139478578505,2.64609600039963,2.76746981161205,33.485538,0.0639042047328074
-8201,0.00519671750005896,0.00229920380616022,-0.00300486479970169,0.00232419256417415,-0.017578900000184,-0.000560143651455292,2.69006527649995,2.83369398959121,2.64309113559992,2.76979400417622,33.4679590999998,0.0633440610813521
-8200,0.00109695939995125,-0.000481782604310865,-0.00420449630030996,0.00350914310092776,0.00852110000001005,0.00205983701243895,2.6911622358999,2.8332122069869,2.63888663929961,2.77330314727715,33.4764801999998,0.065403898093791
-8199,0.00449757680000729,0.00373126656222666,-0.00270329589954965,0.00135853142091946,-0.00506279999980919,0.000677480197282421,2.69565981269991,2.83694347354913,2.63618334340006,2.77466167869807,33.4714174,0.0660813782910734
-8198,0.00169834549980064,0.00576354770009857,0.0047981221997046,0.00483842106223165,-0.017628200000134,0.000868202967012621,2.69735815819971,2.84270702124923,2.64098146559977,2.7795000997603,33.4537891999999,0.0669495812580861
-8197,0.00259783400071156,-0.00499326007593481,0.00499719090056394,-0.00128287403231298,0.0263234000002903,-0.000172670687788923,2.69995599220042,2.83771376117329,2.64597865650033,2.77821722572799,33.4801126000001,0.0667769105702971
-8196,0.00059771509939463,0.00464173304681026,0.00279686119975189,0.00386905535287951,0.0106829999998626,0.000256529906891956,2.70055370729982,2.8423554942201,2.64877551770008,2.78208628108086,33.4907956,0.0670334404771891
-8195,0.00219789360035727,0.00486930472789027,0.00329716750030851,0.00326552419028303,-0.0510627999996816,-0.000862730332300998,2.70275160090017,2.84722479894799,2.65207268520039,2.78535180527115,33.4397328000003,0.0661707101448881
-8194,0.00150003729985085,0.00677142934091535,0.00180072209954815,0.00817483697210264,0.041635799999407,-0.00121367238671155,2.70425163820002,2.85399622828891,2.65387340729994,2.79352664224325,33.4813685999997,0.0649570377581765
-8193,0.000901492500001488,0.000970332413089636,0.00240325910030703,0.00383771323186011,0.0420067000001159,-0.000490696230372123,2.70515313070003,2.854966560702,2.65627666640025,2.79736435547511,33.5233752999998,0.0644663415278044
-8192,0.00180151150000291,0.00103397364364355,0.00350325639934879,0.00479695657486445,0.0424445000000166,-0.00215795614485614,2.70695464220003,2.85600053434564,2.6597799227996,2.80216131204998,33.5658197999999,0.0623083853829483
-8191,0.00140170590010331,-0.00552423489261855,0.00250361750050931,-0.00490801322712286,0.0319576000005055,-0.000953989468143845,2.70835634810013,2.85047629945302,2.66228354030011,2.79725329882285,33.5977774000004,0.0613543959148044
-8190,0.00060184599984936,-0.00290525592208724,0.00360383459955105,0.000828254923362692,0.00439609999929891,-0.00103470015847051,2.70895819409998,2.84757104353093,2.66588737489966,2.79808155374621,33.6021734999997,0.0603196957563339
-8189,0.00180180040000291,0.00138225620003141,0.0031035983003587,0.0026000016728176,0.0184836000004336,0.000175432881860615,2.71075999449998,2.84895329973097,2.66899097320002,2.80068155541903,33.6206571000001,0.0604951286381945
-8188,0.000802693900253892,-0.00177293553906566,0.00170490420025549,-0.00230786440397424,0.0377873000002116,-0.00192018168536379,2.71156268840024,2.8471803641919,2.67069587740027,2.79837369101506,33.6584444000003,0.0585749469528308
-8187,0.00190244199975043,0.000804350539056031,0.00330481159939899,0.00231449676903139,0.0320505999993941,-0.000917519448648818,2.71346513039999,2.84798471473096,2.67400068899967,2.80068818778409,33.6904949999997,0.0576574275041819
-8186,0.00300179120015653,0.00514830838710623,0.00140356670010333,0.00459578024992879,0.148584000000239,-0.00287149522409891,2.71646692160014,2.85313302311806,2.67540425569977,2.80528396803402,33.8390789999999,0.054785932280083
-8185,0.00130074529990104,0.00267399260792445,0.0058017936999083,0.00706257015417577,0.00484760000005746,0.00150130906013146,2.71776766690005,2.85580701572599,2.68120604939968,2.81234653818819,33.8439266,0.0562872413402145
-8184,-0.00169971369980063,0.00450028884279163,0.00100161650065847,0.0155604955266426,-0.00444569999975464,-0.00120436782754041,2.71606795320025,2.86030730456878,2.68220766590034,2.82790703371484,33.8394809000002,0.0550828735126741
-8183,0.00190187059975044,-0.00545285873795365,0.00420404219985526,0.00726282491314123,-0.0378113000004157,0.000669325557282718,2.7179698238,2.85485444583082,2.6864117081002,2.83516985862798,33.8016695999998,0.0557521990699568
-8182,1.78559999997052e-06,0.000112275234187109,0.00190354589975039,0.00195537471608986,-0.0184711999998783,0.000682544414758013,2.7179716094,2.85496672106501,2.68831525399995,2.83712523334407,33.7831984,0.0564347434847148
-8181,0.00170210320025538,0.00936449558412278,0.00350395190025832,0.00513389354591709,0.000839299999999987,0.000308969331399567,2.71967371260025,2.86433121664913,2.6918192059002,2.84225912688998,33.7840377,0.0567437128161144
-8180,0.00250205899959988,0.00219945476146677,0.00380380109950085,0.00102689312598159,0.0417457999999149,0.000464380402718234,2.72217577159985,2.8665306714106,2.69562300699971,2.84328602001597,33.8257834999999,0.0572080932188326
-8179,0.00250268470005466,-0.0020172450094833,0.00400495120036015,-0.00329282143866294,0.0482661999999752,0.000539507872417744,2.72467845629991,2.86451342640112,2.69962795820007,2.8399931985773,33.8740496999998,0.0577476010912504
-8178,0.00240309900030705,0.00558628735689126,0.00180579910000291,0.00236218472537075,0.0349015000004083,0.000629712485533673,2.72708155530021,2.87009971375801,2.70143375730007,2.84235538330267,33.9089512000003,0.058377313576784
-8177,0.00160259399959839,-0.00100627212623294,0.00140489950010336,-0.00180276428773141,0.0187188999996231,0.000404616129344504,2.72868414929981,2.86909344163178,2.70283865680017,2.84055261901494,33.9276700999999,0.0587819297061285
-8176,-0.000796184899799157,-0.00283371272689692,0.00180704469954818,-0.00501959355506187,0.049234899999925,-7.87092553764523e-05,2.72788796440001,2.86625972890488,2.70464570149972,2.83553302545988,33.9769049999998,0.0587032204507521
-8175,-0.000596971599849394,-0.001919604269915,0.00180554390045762,-0.00540563575077613,0.0521863000005363,0.000824290569198638,2.72729099280016,2.86434012463496,2.70645124540018,2.8301273897091,34.0290913000003,0.0595275110199507
-8174,0.00140322159964856,0.00540259516083097,0.000305797999697321,0.00371011000470389,0.0373540999997539,-0.000882059885043418,2.72869421439981,2.8697427197958,2.70675704339987,2.83383749971381,34.0664454000001,0.0586454511349073
-8173,-0.0015974025995984,-0.00263007679313887,0.000704760300051621,-0.00275661410023531,0.00435130000010497,-0.000372353028978978,2.72709681180021,2.86711264300266,2.70746180369993,2.83108088561357,34.0707967000002,0.0582730981059283
-8172,0.00340519890005603,-0.0961941232635581,0.00380907340041037,-0.0956333124577213,-0.0225082000001398,-0.000535011793999729,2.73050201070027,2.7709185197391,2.71127087710034,2.73544757315585,34.0482885000001,0.0577380863119286
-8171,0.00169567329980069,-0.00783530546232214,0.00488973659990688,-0.00793554691790632,0.0357320000000052,0.000111328191906068,2.73219768400007,2.76308321427678,2.71616061370024,2.72751202623795,34.0840205000001,0.0578494145038347
-8170,0.00459710590020956,0.00211658655825886,0.0120928236999185,0.000591057657857164,-0.00904000000006766,-2.44310167545336e-05,2.73679478990028,2.76519980083504,2.72825343740016,2.7281030838958,34.0749805,0.0578249834870801
-8169,0.00179816550000291,-0.000132161100282246,0.010894968999765,0.00179330733089955,0.00068040000015035,0.000388968967854453,2.73859295540028,2.76506763973475,2.73914840639993,2.7298963912267,34.0756609000001,0.0582139524549346
-8168,0.00299944269970165,0.00350688224716578,0.00239754729985231,0.00264967140310546,0.0170286999996216,-0.00106571461310523,2.74159239809998,2.76857452198192,2.74154595369978,2.73254606262981,34.0926895999998,0.0571482378418294
-8167,0.00260013919980212,0.00515725141804069,-0.00330104419985378,0.00505202046906561,0.026307499999989,0.00121417798618495,2.74419253729979,2.77373177339996,2.73824490949993,2.73759808309887,34.1189970999998,0.0583624158280143
-8166,0.00319970570010625,0.00648670897771808,-0.00020167829994977,0.00743085032218005,0.0625095000002998,0.00224863435278166,2.74739224299989,2.78021848237768,2.73804323119998,2.74502893342105,34.1815066000001,0.060611050180796
-8165,0.000399269000354363,0.00195757912933914,-0.00150232209985085,0.000238974243075063,-0.000668999999902109,-1.47581945384445e-05,2.74779151200025,2.78217606150702,2.73654090910013,2.74526790766413,34.1808376000002,0.0605962919862575
-8164,-0.000400435299899637,0.00365231737987415,-0.00160169230005314,0.00245622262264078,0.0193828000002814,-0.000517458038302721,2.74739107670035,2.78582837888689,2.73493921680007,2.74772413028677,34.2002204000004,0.0600788339479548
-8163,0.000702499999596901,0.00482955808502084,-0.00199676369995272,0.0040239439040306,0.02770499999989,-0.00555221721788257,2.74809357669994,2.79065793697191,2.73294245310012,2.7517480741908,34.2279254000003,0.0545266167300722
-8162,-0.00319529300010624,0.000226400609335542,-0.000392797700354386,0.000646135048555152,0.0228327999994282,-0.00105673247071536,2.74489828369984,2.79088433758125,2.73254965539976,2.75239420923936,34.2507581999998,0.0534698842593569
-8161,-0.000295430199697327,0.0020435834003365,0.000207025700404539,0.0053011739773865,-0.0123769999999217,-0.000677507875479932,2.74460285350014,2.79292792098158,2.73275668110017,2.75769538321674,34.2383811999998,0.0527923763838769
-8160,0.00130458799990105,0.00613155747805649,-0.00239321820030705,0.00469170233009208,0.0025755000001535,0.000133548678149964,2.74590744150004,2.79905947845964,2.73036346289986,2.76238708554683,34.2409567,0.0529259250620269
-8159,-9.55238002022796e-05,0.00392036024595654,0.00230666300010474,0.0028179220007587,0.0195535999999796,0.000644945575004385,2.74581191769984,2.8029798387056,2.73267012589997,2.76520500754759,34.2605103,0.0535708706370313
-8158,0.00600419979985811,-0.00142834163489169,-0.00159390380005311,0.000395770495288161,0.00366029999980189,0.000156377408984554,2.7518161174997,2.8015514970707,2.73107622209991,2.76560077804288,34.2641705999998,0.0537272480460158
-8157,-0.0028944392994994,-8.36477179291251e-05,-0.000991659899749031,-0.000170671061823668,0.0324535000004538,0.000834784312701231,2.7489216782002,2.80146784935278,2.73008456220016,2.76543010698106,34.2966241000002,0.0545620323587171
-8156,-0.0030961342003587,0.000478097581435577,-0.000694268400051712,0.000198829975033732,0.0260142999996864,-0.000503952801864216,2.74582554399984,2.80194594693421,2.72939029380011,2.76562893695609,34.3226383999999,0.0540580795568529
-8155,0.00130346549990101,0.0015383843165182,-0.00199501140040748,0.000416651269915747,-0.0286757000003002,0.00280351242599863,2.74712900949974,2.80348433125073,2.72739528239971,2.76604558822601,34.2939626999996,0.0568615919828515
-8154,0.063584645700406,0.00136221909315282,-0.000827279099799183,0.000180062432718842,-0.0348622999994515,0.00340163055216181,2.81071365520015,2.80484655034388,2.72656800329991,2.76622565065873,34.2591004000002,0.0602632225350133
-8153,0.00918799299996437,0.00306468560438589,0.000178510800404541,0.00378376096841748,-0.0144170000001251,-0.000871994528097275,2.81990164820011,2.80791123594827,2.72674651410031,2.77000941162714,34.2446834,0.059391228006916
-8152,0.00339118629960122,6.7288971877133e-05,0.000183767599495122,-0.000640578441107209,-0.013338800000124,-0.0013186664150453,2.82329283449971,2.80797852492015,2.72693028169981,2.76936883318604,34.2313445999999,0.0580725615918707
-8151,0.000993388800203721,0.00436122451355914,0.00178763730000286,0.00265301581976018,-0.0718401000000659,-0.000905595742096921,2.82428622329991,2.8123397494337,2.72871791899981,2.7720218490058,34.1595044999998,0.0571669658497738
-8150,0.00139418590010332,0.00262007610353976,0.00208928940015496,0.00417395794238473,-0.00653749999991149,-0.000690871931510628,2.82568040920002,2.81495982553724,2.73080720839996,2.77619580694818,34.1529669999999,0.0564760939182632
-8149,-0.00260530229980205,0.00406920255409204,0.00279017190020658,0.00510464109811437,0.0270492000000928,-0.000870607824253966,2.82307510690022,2.81902902809134,2.73359738030017,2.7813004480463,34.1800162,0.0556054860940092
-8148,0.00319517829965155,0.00523564416471345,-0.000109001400202313,0.00455526285259111,0.038134299999907,-0.00053123310999581,2.82627028519987,2.82426467225605,2.73348837889997,2.78585571089889,34.2181504999999,0.0550742529840134
-8147,9.56858002022498e-05,0.00155875517884851,-0.000607945199849413,0.000168102670158987,0.0511073000002824,0.000127067286030069,2.82636597100007,2.8258234274349,2.73288043370012,2.78602381356905,34.2692578000002,0.0552013202700435
-8146,-0.00390420750015785,-0.000689340303779318,-0.00250781430005453,0.00193753334315261,0.0163430000000231,0.000326879769090738,2.82246176349991,2.82513408713112,2.73037261940006,2.7879613469122,34.2856008000002,0.0555282000391342
-8145,0.000496749500101812,-0.000854628325214435,-0.00250620840005455,0.000186829891845264,0.0333411999996969,-8.8811128080124e-05,2.82295851300001,2.8242794588059,2.72786641100001,2.78814817680404,34.3189419999999,0.0554393889110541
-8144,-0.00140306670010337,0.00371811206423445,0.000994069200203729,0.00565692127702278,0.0224203000001335,-0.000818190922927897,2.82155544629991,2.82799757087014,2.72886048020021,2.79380509808107,34.3413623000001,0.0546211979881262
-8143,0.00159738350005312,0.00587406497879783,0.00109478979995126,0.00621233118363307,0.0591198000000421,-0.000901537237496086,2.82315282979996,2.83387163584894,2.72995527000016,2.8000174292647,34.4004821000001,0.0537196607506301
-8142,-0.00430222180005746,0.00369755527617599,0.000195534999949842,0.00846671429053458,0.040108899999808,-0.000747021236293222,2.81885060799991,2.83756919112511,2.73015080500011,2.80848414355523,34.4405909999999,0.0529726395143369
-8141,-0.000100374799747532,0.000447074608928233,0.00159852400005311,0.00351579470589058,0.0534690000003355,-0.000702019414347888,2.81875023320016,2.83801626573404,2.73174932900017,2.81199993826112,34.4940600000002,0.052270620099989
-8140,-0.00730091020021395,0.00940964581286607,0.00219769409990245,0.00747799980581476,0.0585189999998894,-0.000570299404898833,2.81144932299994,2.84742591154691,2.73394702310007,2.81947793806694,34.5525790000001,0.0517003206950901
-8139,-0.00370075250020807,0.00807640981020086,0.00549801199975625,0.00748656492714872,0.0155738999995183,-0.000248512731104711,2.80774857049974,2.85550232135711,2.73944503509983,2.82696450299409,34.5681528999997,0.0514518079639854
-8138,-0.000300500699697323,0.00135496250595679,0.000298334600152064,0.00117937245977373,0.0182580000006851,-0.000146900499203184,2.80744806980004,2.85685728386306,2.73974336969998,2.82814387545386,34.5864109000003,0.0513049074647823
-8137,-0.00239997839985229,0.00136699702488841,0.00219937790035729,0.000806683136033826,0.00543219999975442,-0.000250412701007008,2.80504809140019,2.85822428088795,2.74194274760034,2.8289505585899,34.5918431000001,0.0510544947637752
-8136,-0.000299220600152056,0.000862514817072224,0.0029007042994994,-0.00131111755899838,0.009530400000064,-0.00114831258360937,2.80474887080004,2.85908679570503,2.74484345189984,2.8276394410309,34.6013735000002,0.0499061821801659
-8135,-0.0031996454001062,0.00352482959669942,0.00260011830025686,0.000578582519210613,0.0603736999998921,-0.000124530726225203,2.80154922539993,2.86261162530172,2.74744357020009,2.82821802355011,34.6617472000001,0.0497816514539407
-8134,-0.00300012190015644,0.0318148112473864,0.00109934469949649,0.0314692455340264,0.00676229999985622,0.00135151193899219,2.79854910349977,2.89442643654911,2.74854291489959,2.85968726908413,34.6685094999999,0.0511331633929329
-8133,-0.00700367110006184,0.00237745686672497,-0.000606011999849443,0.000522360026934621,-0.0107081000001203,-0.000235012320899841,2.79154543239971,2.89680389341584,2.74793690289974,2.86020962911107,34.6578013999998,0.050898151072033
-8132,0.00199881610040745,0.00128814945310296,0.00589803850056533,-0.001382377848131,0.0368385000005613,-0.000196729857179889,2.79354424850012,2.89809204286894,2.7538349414003,2.85882725126294,34.6946399000003,0.0507014212148531
-8131,0.00480024819970459,-0.000641139349681907,0.00260053959934736,-0.0045371608066489,0.0146561999994654,-0.00159526069273852,2.79834449669982,2.89745090351926,2.75643548099965,2.85429009045629,34.7092960999998,0.0491061605221146
-8130,-0.00139963190010331,0.00170446829770299,0.00310069750035871,-0.00997746236816965,-0.0525614999996824,-0.00158848657611088,2.79694486479972,2.89915537181696,2.75953617850001,2.84431262808812,34.6567346000001,0.0475176739460037
-8129,-0.00339989699960128,-0.00283850855066703,-0.000799922699799185,-0.00483959136408885,-0.04865520000003,-0.00179307654161676,2.79354496780012,2.89631686326629,2.75873625580021,2.83947303672403,34.6080794000001,0.045724597404387
-8128,-0.00359969870000576,-0.00358801397533171,-0.00389961610015788,0.00109062216506572,-0.0283952000001486,-0.00089489516312824,2.78994526910011,2.89272884929096,2.75483663970005,2.8405636588891,34.5796842,0.0448297022412587
-8127,-0.00339937320005604,-0.00359750057896235,-0.0014991863003056,0.00232957317984983,-0.0273469000001976,-0.00109308084620352,2.78654589590006,2.889131348712,2.75333745339975,2.84289323206895,34.5523372999998,0.0437366213950552
-8126,-0.00479845900015929,0.00041971475502578,-0.0006978287995969,0.00114443631309769,0.00357680000030758,-0.00167946852525347,2.7817474368999,2.88955106346702,2.75263962460015,2.84403766838204,34.5559141000001,0.0420571528698017
-8125,0.0023006430001048,-0.00197892083360784,0.00410097269965293,0.00116592409995064,0.00998239999976214,-0.00123815444339925,2.7840480799,2.88757214263342,2.7567405972998,2.84520359248199,34.5658964999998,0.0408189984264025
-8124,0.000700104000051605,-3.2825107609824e-05,0.00199992519995273,-0.000883843475094181,-0.249955999999699,-0.00141492369039042,2.78474818390005,2.88753931752581,2.75874052249976,2.8443197490069,34.3159405000001,0.0394040747360121
-8123,0.00079889860025395,0.00174600085847487,0.000997950000203751,-0.00102398555463878,-0.111711900000182,-0.00248710740197566,2.78554708250031,2.88928531838428,2.75973847249996,2.84329576345226,34.2042285999999,0.0369169673340364
-8122,-0.00200128559995272,-0.00500769460222728,-0.000502938799647135,-4.62966918348684e-05,-0.0272636999996907,0.000163020556101401,2.78354579690035,2.88427762378205,2.75923553370031,2.84324946676043,34.1769649000003,0.0370799878901378
-8121,-0.000999229900203735,-0.00272811591230493,0.00300039829970178,-0.00256312169267403,-0.0101230999999675,0.00154521874583224,2.78254656700015,2.88154950786975,2.76223593200001,2.84068634506775,34.1668418000003,0.03862520663597
-8120,0.00300193739970167,-0.00476179535871779,0.00290264249995409,-0.00258810095556328,0.0451512999994659,0.00183081242403205,2.78554850439985,2.87678771251103,2.76513857449997,2.83809824411219,34.2119930999998,0.0404560190600021
-8119,0.00180318210000291,-0.00620121622205261,0.00240483100030704,-0.00377460357822201,0.125206600000099,0.00096907737906804,2.78735168649986,2.87058649628898,2.76754340550028,2.83432364053397,34.3371996999999,0.0414250964390701
-8118,0.00720279040001159,-0.00207405799528715,-0.001095865900406,0.00347266323205986,0.107360900000021,0.000834516521990736,2.79455447689987,2.86851243829369,2.76644753959987,2.83779630376603,34.4445605999999,0.0422596129610609
-8117,0.00250377680005465,-0.000573155345591658,0.00540580720000872,-0.000573030667965213,0.0677457000000574,0.000662101335819898,2.79705825369992,2.8679392829481,2.77185334679988,2.83722327309806,34.5123062999999,0.0429217142968808
-8116,-0.00229607369965001,-0.00354082068497519,6.19139999999407e-06,-0.00187951304997114,0.0341905000003564,0.000366323641173949,2.79476218000027,2.86439846226313,2.77185953819988,2.83534376004809,34.5464968000003,0.0432880379380547
-8115,0.0021034708997002,-0.00202813966279791,-0.000694562000051691,-0.00176123698702213,0.156672799999646,0.00027905464912692,2.79686565089997,2.86237032260033,2.77116497619983,2.83358252306107,34.7031695999999,0.0435670925871816
-8114,-0.00209545200015493,-0.00195034186435805,7.37620000001993e-06,-0.00229864392622403,0.038427600000059,0.000319744088756124,2.79477019889982,2.86041998073597,2.77117235239983,2.83128387913484,34.7415972,0.0438868366759378
-8113,0.00380391129995561,-0.00307663913872602,0.000406258899899592,-0.00185060948479077,-0.13661059999992,1.25087672131485e-05,2.79857411019977,2.85734334159724,2.77157861129973,2.82943326965005,34.6049866000001,0.0438993454431509
-8112,-0.00109547549949651,-0.00111404481185673,0.00210720040060974,-0.00368571697981679,0.0378719000002103,9.88553911156487e-05,2.79747863470028,2.85622929678539,2.77368581170034,2.82574755267024,34.6428585000003,0.0439982008342666
-8111,-0.000596012600304174,-0.00012434683912943,0.00320630399965149,-0.000521555421983066,0.0543560999997315,-4.76812328997767e-05,2.79688262209997,2.85610494994626,2.77689211569999,2.82522599724825,34.6972146,0.0439505196013668
-8110,-0.0036933293002081,0.00258175129056326,0.00401076099990544,0.00131456387180151,-0.0127790000001751,-0.000152411556427978,2.79318929279976,2.85868670123682,2.78090287669989,2.82654056112005,34.6844355999998,0.0437981080449388
-8109,-0.00539419050000878,0.00235266802883416,0.00450927190000727,-0.000649587358111603,0.0744593000001679,-1.5308995898522e-05,2.78779510229975,2.86103936926565,2.7854121485999,2.82589097376194,34.7588949,0.0437827990490403
-8108,0.00060672890030411,0.00193663716117953,0.0125108329002728,0.00120471187710791,0.0357086000003584,-6.76885701977881e-06,2.78840183120006,2.86297600642683,2.79792298150017,2.82709568563905,34.7946035000004,0.0437760301920205
-8107,-0.00139296940010332,0.000383802967917291,0.00351126189980355,2.19752719203825e-05,0.037332599999603,0.000205545039989374,2.78700886179996,2.86335980939475,2.80143424339998,2.82711766091097,34.8319361,0.0439815752320099
-8106,0.0102082044001681,-0.00210460675089053,0.00611339990006043,-0.000823788404886727,0.0572567000004449,0.000371301081941056,2.79721706620012,2.86125520264386,2.80754764330004,2.82629387250608,34.8891928000004,0.0443528763139509
-8105,0.00920859199996438,-0.000223385299250367,0.00141406110010334,-0.0012839033624914,-0.0118867000004261,0.000719938282600197,2.80642565820009,2.86103181734461,2.80896170440014,2.82500996914359,34.8773061,0.0450728145965511
-8104,0.0107073312998152,0.0011008851315637,0.00111200649995125,-0.000710827788680035,0.0192842000001798,0.000184988355613314,2.8171329894999,2.86213270247617,2.81007371090009,2.82429914135491,34.8965903000002,0.0452578029521645
-8103,0.00840636340016515,0.00318687960589159,0.000210375099949811,0.00337574512013816,0.0269460999999396,-0.00022622298774877,2.82553935290007,2.86531958208207,2.81028408600004,2.82767488647505,34.9235364000001,0.0450315799644157
-8102,0.00789456479960859,0.00218581554099728,-0.000207033700404535,0.00115719763880406,0.0594309999999458,0.000433893503668514,2.83343391769968,2.86750539762306,2.81007705229964,2.82883208411386,34.9829674,0.0454654734680842
-8101,0.00699753140051659,0.00209778223688772,0.00429736060051223,0.00102193953080132,0.0223090999999345,0.00260169934790611,2.84043144910019,2.86960317985995,2.81437441290015,2.82985402364466,35.0052765,0.0480671728159903
-8100,0.00239961419985235,-0.002869135095807,0.00300046210015648,0.00147130255936645,0.0168969000003303,-1.0856609151233e-05,2.84283106330005,2.86673404476414,2.81737487500031,2.83132532620402,35.0221734000003,0.0480563162068391
