## //////////////////////////////////////////////////////////////////////////////////
## 
## PEATLAND C BALANCE (LPX)
## 
## Annual peatland net ecosystem productivity (NEP) and total global peatland C 
## storage (TOTC), simulated by LPX. 
## 
## NEP represents the net CO2 exchange between the biosphere and the atmosphere over 
## active peatlands only. This is compared to annual values of NCB in Fig. S1 (Stocker 
## et al., 2017). TOTC represents the total global amount of C stored in active 
## peatlands as simulated by LPX and is compared in Fig. 1 (Stocker 
## et al., 2017) to cumulative values of YML NCB. Cumulative NEP is not identical to 
## TOTC due to simulated spatial shifts in peatland extent and decaying peat C not
## accounted for in NEP.
## 
## Citation: Stocker et al.: Holocene peatland and ice core data constraints on 
## the timing and magnitude of CO2 emissions from past land use, PNAS, 2017
##
## This data is made available under the GNU General Public License v3.0
##
## Columns description:
## 1.  year      year CE
## 2.  nep       net ecosystem productivity, summed over all peatland areas globally (PgC yr-1)
## 3.  totc      total global carbon storage in peatlands (PgC)
## 
## ----------------------------------------------------------------------------------
"year","nep","totc"
-3345,0.062191185,511.55279
-3335,0.067296864,510.09623
-3325,0.062198722,507.70209
-3315,0.055631558,505.93517
-3305,0.065336813,503.82216
-3295,0.058082973,502.96055
-3285,0.06015562,501.71118
-3275,0.062589156,503.51742
-3265,0.067293787,503.18547
-3255,0.064100077,501.34282
-3245,0.058835585,501.97488
-3235,0.056785259,503.63915
-3225,0.058709172,504.40058
-3215,0.061882901,504.88081
-3205,0.050692571,504.60627
-3195,0.055247627,506.86647
-3185,0.048965784,508.89864
-3175,0.063780979,510.65889
-3165,0.038763125,514.08256
-3155,0.058077769,515.84808
-3145,0.052298383,515.13614
-3135,0.049581386,513.0264
-3125,0.050489239,514.6827
-3115,0.057331238,516.22014
-3105,0.055515232,520.33696
-3095,0.063102685,522.6845
-3085,0.048545472,525.86603
-3075,0.052382945,526.70609
-3065,0.058138048,526.92815
-3055,0.062244546,526.50606
-3045,0.066532375,525.15548
-3035,0.053434852,524.7002
-3025,0.064234156,525.45193
-3015,0.049656696,526.00815
-3005,0.058788955,523.90079
-2995,0.048580719,522.5764
-2985,0.046834747,524.18175
-2975,0.045640924,524.02598
-2965,0.046249682,520.47493
-2955,0.050577918,520.61804
-2945,0.049354421,523.14429
-2935,0.053592102,529.51425
-2925,0.044492251,530.83544
-2915,0.059818578,534.3879
-2905,0.049785119,535.74776
-2895,0.058015807,538.07328
-2885,0.045255083,533.05128
-2875,0.057157296,526.63498
-2865,0.053443785,519.71168
-2855,0.05158897,516.33981
-2845,0.049394904,515.30484
-2835,0.055210281,520.23462
-2825,0.056520114,524.6567
-2815,0.059758784,528.36962
-2805,0.054244122,530.21823
-2795,0.052921085,531.14378
-2785,0.055036669,531.23263
-2775,0.05507537,527.4448
-2765,0.062121119,526.42382
-2755,0.053064127,527.93079
-2745,0.058531586,531.48021
-2735,0.065602712,534.21247
-2725,0.027625777,531.54447
-2715,0.044821701,529.37264
-2705,0.044365226,527.9208
-2695,0.046616346,526.8227
-2685,0.054793223,527.52164
-2675,0.05488629,527.31247
-2665,0.047490425,524.60784
-2655,0.047086558,522.01704
-2645,0.043599907,521.5452
-2635,0.044068252,524.13344
-2625,0.046494302,529.75788
-2615,0.055894028,533.47625
-2605,0.045682351,536.52723
-2595,0.046175422,538.5705
-2585,0.060866877,538.34054
-2575,0.055044735,537.43162
-2565,0.053519631,537.69553
-2555,0.053665009,540.91491
-2545,0.050363996,542.80165
-2535,0.047614204,544.32925
-2525,0.059545152,547.41661
-2515,0.057875835,551.75176
-2505,0.050445969,554.88988
-2495,0.052397387,555.00228
-2485,0.055482382,553.72794
-2475,0.056203687,551.30918
-2465,0.067885415,549.74234
-2455,0.050033983,550.53515
-2445,0.054219197,554.94863
-2435,0.051679446,554.84409
-2425,0.059236654,555.18906
-2415,0.051376636,553.16784
-2405,0.060630512,555.1439
-2395,0.056292151,556.64392
-2385,0.056983754,559.74538
-2375,0.05794645,562.20424
-2365,0.052656482,561.92643
-2355,0.060771429,562.41168
-2345,0.058478578,562.89409
-2335,0.062207745,564.82863
-2325,0.061549782,567.63828
-2315,0.068319126,564.5878
-2305,0.049749923,563.15659
-2295,0.054982069,562.17766
-2285,0.055700775,565.64321
-2275,0.050049887,565.72015
-2265,0.052263587,563.29644
-2255,0.056066424,560.48234
-2245,0.053531621,555.29377
-2235,0.05266697,553.89531
-2225,0.054821374,553.13571
-2215,0.057809525,555.39863
-2205,0.061296231,560.43114
-2195,0.054854378,565.9717
-2185,0.058331404,567.32726
-2175,0.057366022,565.72608
-2165,0.058310243,559.32168
-2155,0.043744706,553.28488
-2145,0.042258128,548.10469
-2135,0.051459424,548.60975
-2125,0.053492506,553.60649
-2115,0.050944792,557.34461
-2105,0.06809487,559.89773
-2095,0.044386514,562.29427
-2085,0.053580714,561.57948
-2075,0.066324933,559.87235
-2065,0.049405512,559.45251
-2055,0.062121521,562.37556
-2045,0.056316139,569.06197
-2035,0.056119063,575.2642
-2025,0.07280957,575.12215
-2015,0.059052195,573.20776
-2005,0.061515672,569.93045
-1995,0.059852706,568.51826
-1985,0.063120911,570.63903
-1975,0.047680257,571.66638
-1965,0.067886458,571.60421
-1955,0.060766988,572.02671
-1945,0.059096859,572.44265
-1935,0.047749546,572.95405
-1925,0.048810332,570.46209
-1915,0.055436119,570.30609
-1905,0.057860106,573.40901
-1895,0.065554637,577.74202
-1885,0.058136748,580.82188
-1875,0.059176079,582.07138
-1865,0.075686973,579.97219
-1855,0.06623321,578.6012
-1845,0.067380277,578.68635
-1835,0.065399624,579.94792
-1825,0.057432794,580.9235
-1815,0.054299632,581.85429
-1805,0.066323971,581.51118
-1795,0.061318413,582.91383
-1785,0.062331983,584.0994
-1775,0.059229121,583.25047
-1765,0.068061582,584.51868
-1755,0.059156823,587.08481
-1745,0.06152047,590.62607
-1735,0.051691485,590.65732
-1725,0.065030919,586.22565
-1715,0.063667929,582.64657
-1705,0.056897686,584.56986
-1695,0.058443827,587.76912
-1685,0.051779118,592.30995
-1675,0.059697561,591.01674
-1665,0.060841191,589.13232
-1655,0.068787157,583.81478
-1645,0.055744543,585.45915
-1635,0.055096439,585.74779
-1625,0.062432849,583.2169
-1615,0.058880191,583.51892
-1605,0.045838869,587.6543
-1595,0.054113755,592.54045
-1585,0.047185312,597.159
-1575,0.048915397,596.01178
-1565,0.050371714,596.27228
-1555,0.055002081,593.29219
-1545,0.056456146,594.23668
-1535,0.068851652,594.26168
-1525,0.046944277,594.85383
-1515,0.050628439,592.35786
-1505,0.051960426,591.05133
-1495,0.068849147,591.82042
-1485,0.051326694,593.77822
-1475,0.059978953,596.64594
-1465,0.055226981,596.4737
-1455,0.057010299,596.34874
-1445,0.059038752,596.15411
-1435,0.039188754,598.10407
-1425,0.046927152,598.61281
-1415,0.048587543,601.20899
-1405,0.052398975,599.23962
-1395,0.053772921,598.50711
-1385,0.052266217,599.12701
-1375,0.043222183,600.58622
-1365,0.058006301,601.88262
-1355,0.055782492,605.17026
-1345,0.048031521,609.31821
-1335,0.052770112,614.56943
-1325,0.058380717,616.6338
-1315,0.058204661,614.92097
-1305,0.050176202,612.53046
-1295,0.055712187,609.41605
-1285,0.058724575,604.49518
-1275,0.044110859,600.25017
-1265,0.046853904,597.06445
-1255,0.055441644,594.24623
-1245,0.053867867,593.72756
-1235,0.043815871,592.42639
-1225,0.044803349,598.3037
-1215,0.053530122,599.82739
-1205,0.052306997,600.83636
-1195,0.044432517,600.2323
-1185,0.041955611,601.27451
-1175,0.053049384,603.75603
-1165,0.03315023,605.33426
-1155,0.047518393,607.65327
-1145,0.047024216,606.21961
-1135,0.049103407,603.09594
-1125,0.054831871,602.91132
-1115,0.052385865,603.1254
-1105,0.057630629,604.60798
-1095,0.042439465,604.06184
-1085,0.055380087,604.79507
-1075,0.047111852,606.13321
-1065,0.05344407,607.86893
-1055,0.057704614,607.5494
-1045,0.054330471,606.72932
-1035,0.047081202,606.66307
-1025,0.045594759,606.01574
-1015,0.040502493,606.49742
-1005,0.050370724,608.54788
-995,0.042763694,611.6352
-985,0.046522268,612.49805
-975,0.044358533,613.44653
-965,0.047042323,611.91182
-955,0.049330408,610.78898
-945,0.044208348,610.7355
-935,0.052834615,612.97451
-925,0.050509447,613.97032
-915,0.050727048,611.82919
-905,0.05159288,609.1137
-895,0.051912243,606.20004
-885,0.04280557,611.50433
-875,0.053897312,618.04774
-865,0.05087739,622.26818
-855,0.052633684,621.4561
-845,0.03783792,619.72452
-835,0.045699261,619.92012
-825,0.0469104,617.51395
-815,0.044161148,614.8669
-805,0.041913849,618.68032
-795,0.046036073,623.50073
-785,0.044672899,627.63741
-775,0.051402145,628.07728
-765,0.055717614,623.71324
-755,0.042743555,623.55453
-745,0.049782882,624.38247
-735,0.043090565,626.51961
-725,0.047221144,629.11789
-715,0.044257645,629.60701
-705,0.048996584,625.83989
-695,0.040097568,625.046
-685,0.044103152,625.80338
-675,0.038225701,628.60802
-665,0.055096933,630.75418
-655,0.042746656,629.23314
-645,0.044174137,628.84597
-635,0.050921119,631.35054
-625,0.054687197,636.00173
-615,0.044734546,637.13154
-605,0.043647877,640.3048
-595,0.047998308,639.13974
-585,0.021211739,638.43093
-575,0.033210498,634.75784
-565,0.044770417,634.74302
-555,0.045719969,636.93616
-545,0.047287012,637.24832
-535,0.051246049,636.00008
-525,0.049455117,634.73463
-515,0.040583202,638.9785
-505,0.041667712,640.15562
-495,0.039241107,640.40147
-485,0.053655822,638.34895
-475,0.056186413,642.91581
-465,0.041250827,646.49933
-455,0.049790947,649.61999
-445,0.035226529,649.28923
-435,0.055064765,650.79895
-425,0.041036079,650.36779
-415,0.042271277,647.33692
-405,0.051058269,644.295
-395,0.039234887,642.44811
-385,0.041729695,642.55341
-375,0.049252247,638.92919
-365,0.051333426,636.98172
-355,0.043631393,640.29314
-345,0.038934482,647.32498
-335,0.046155895,651.37052
-325,0.033545201,653.09878
-315,0.038064148,654.24119
-305,0.042476909,655.09322
-295,0.032911444,657.42012
-285,0.039537418,656.26634
-275,0.036359351,652.31572
-265,0.04345016,648.10448
-255,0.041388918,645.43185
-245,0.0427472,644.71513
-235,0.043990235,648.80865
-225,0.053498226,654.44095
-215,0.052502481,661.96845
-205,0.035183606,663.76922
-195,0.035887367,668.48482
-185,0.042111799,671.87171
-175,0.04464102,674.39867
-165,0.041790632,674.35249
-155,0.029624307,674.56207
-145,0.028677812,676.27703
-135,0.038695365,674.72762
-125,0.045956981,676.39784
-115,0.029081317,679.94223
-105,0.038051855,687.49752
-95,0.040301996,691.22552
-85,0.052638264,687.82884
-75,0.049255736,680.83085
-65,0.053440846,675.58033
-55,0.051590221,672.88712
-45,0.048259807,670.32312
-35,0.038236235,667.17372
-25,0.03964709,666.51658
-15,0.042423172,667.7193
-5,0.038271358,667.58741
5,0.045886849,667.70219
15,0.050591637,669.03104
25,0.0625387,668.29172
35,0.046282115,671.2711
45,0.04768178,673.41021
55,0.041131485,675.06736
65,0.051498639,673.47352
75,0.044204879,672.4854
85,0.038735283,671.24697
95,0.047317793,668.9372
105,0.058769759,665.28271
115,0.051445635,666.01905
125,0.03169635,668.99896
135,0.050481447,666.94394
145,0.04337302,664.49857
155,0.04559151,662.32562
165,0.04973719,662.27507
175,0.046373866,662.79013
185,0.028851093,663.87081
195,0.04742387,662.45533
205,0.043826782,659.61437
215,0.042930607,657.54801
225,0.037348945,658.86839
235,0.039205166,658.37739
245,0.039719325,656.28288
255,0.053555777,656.26278
265,0.04188609,662.7021
275,0.036432493,671.37676
285,0.048487176,674.1146
295,0.047927345,674.40597
305,0.045980896,675.02249
315,0.042758167,679.93034
325,0.042762053,680.66675
335,0.051552179,676.24037
345,0.054812335,669.65091
355,0.045643516,665.83877
365,0.053300871,666.89213
375,0.040570714,667.04165
385,0.049610402,668.74878
395,0.038932537,670.29376
405,0.037836855,667.81086
415,0.032810757,667.1422
425,0.041351479,666.99737
435,0.044431156,672.28685
445,0.040890535,672.42689
455,0.052137644,671.52169
465,0.028252432,669.82245
475,0.045231191,672.32402
485,0.051750665,671.87307
495,0.042099485,669.17834
505,0.044545648,664.34345
515,0.040421957,666.30158
525,0.044387377,666.85981
535,0.044561561,671.02162
545,0.038917251,673.92562
555,0.042984493,675.49628
565,0.054063935,675.2223
575,0.041597489,672.20341
585,0.054386728,674.81956
595,0.047463614,681.49147
605,0.043206175,686.02005
615,0.047791501,687.98851
625,0.043938937,687.05561
635,0.034322796,694.01299
645,0.040872027,696.01295
655,0.040484437,696.02646
665,0.053611378,693.69473
675,0.045682125,691.58092
685,0.050219801,686.60317
695,0.051335816,684.97363
705,0.044842986,683.51032
715,0.051080506,683.57429
725,0.043310627,683.49257
735,0.054952036,685.44298
745,0.036557471,685.48496
755,0.042554846,687.4146
765,0.041064099,690.20132
775,0.033472199,696.13992
785,0.027549321,696.53505
795,0.047597244,696.36117
805,0.030802598,698.15647
815,0.021783005,698.80665
825,0.035354308,697.41539
835,0.040208185,697.54733
845,0.035185884,702.92817
855,0.034044325,705.05923
865,0.03280419,702.6316
875,0.042210398,703.76116
885,0.040504764,705.70216
895,0.046931138,702.37886
905,0.044247303,697.64571
915,0.041297486,698.20799
925,0.044388134,701.28991
935,0.037882111,700.31441
945,0.043430052,698.5145
955,0.040426415,703.22394
965,0.04468373,709.37841
975,0.043388684,706.02739
985,0.049678013,700.52179
995,0.040793276,698.91056
1005,0.039667378,702.27736
1015,0.036648485,704.36256
1025,0.039622077,705.2092
1035,0.051899964,705.51715
1045,0.044733659,705.02681
1055,0.039521762,703.94108
1065,0.044295726,704.6888
1075,0.033734649,702.00524
1085,0.043686659,703.54527
1095,0.044800747,706.71396
1105,0.045429823,712.06029
1115,0.042123105,710.92694
1125,0.041344541,705.01181
1135,0.037154731,703.74546
1145,0.047288996,698.56343
1155,0.046759299,696.93995
1165,0.044924216,696.43578
1175,0.042856722,695.2719
1185,0.037862232,698.72591
1195,0.051835835,702.36042
1205,0.035951915,706.37897
1215,0.032486808,707.32296
1225,0.055355744,707.93439
1235,0.04706409,705.24313
1245,0.038998313,701.65374
1255,0.037524762,699.80065
1265,0.045410707,699.81601
1275,0.032284211,702.69071
1285,0.04380579,707.1882
1295,0.039655398,712.68297
1305,0.033260437,714.12802
1315,0.043252426,714.44858
1325,0.03290363,713.26657
1335,0.053226874,715.20099
1345,0.054778323,716.65501
1355,0.054024882,714.75537
1365,0.03373777,708.90463
1375,0.043123739,705.30003
1385,0.047939132,706.63051
1395,0.041830276,706.41946
1405,0.025348422,711.64377
1415,0.025829868,718.20359
1425,0.034164342,718.82432
1435,0.034473431,714.31091
1445,0.038068383,709.61425
1455,0.03380795,707.25368
1465,0.03006263,711.33564
1475,0.021724785,714.41792
1485,0.048430104,715.04006
1495,0.055164157,712.53047
1505,0.050673667,707.31863
1515,0.061360967,703.51926
1525,0.056536258,699.70437
1535,0.036816675,696.63502
1545,0.042629996,695.88663
1555,0.048017895,698.08262
1565,0.042899185,701.23541
1575,0.036166077,705.65927
1585,0.052383194,708.98695
1595,0.029219493,711.8692
1605,0.041428378,717.91914
1615,0.01354382,722.24662
1625,0.02873024,724.77767
1635,0.038193427,722.36222
1645,0.046646458,721.72472
1655,0.044254175,716.83689
1665,0.026444451,714.81711
1675,0.0072546665,710.44428
1685,0.016959816,706.86402
1695,0.01959575,707.74636
1705,0.037884905,710.4911
1715,0.018745617,717.22706
1725,0.030881705,721.13015
1735,0.042772892,718.77728
1745,0.03422888,718.56703
1755,0.044436411,720.67274
1765,0.020076218,721.65259
1775,0.047754483,720.38682
1785,0.029144268,714.26498
1795,0.029572223,713.43886
1805,0.043706393,716.69017
1815,0.025458357,720.82097
1825,0.032593736,721.36036
1835,0.027571697,724.07466
1845,0.020672862,730.71375
1855,0.036910212,732.36435
1865,0.040873464,735.40468
1875,0.024823383,735.03163
1885,0.027692832,735.40207
1895,0.032530855,735.70262
1905,0.039411699,732.27405
1915,0.030549655,729.99338
1925,0.033019259,726.87321
1935,0.056907575,720.34854
1945,0.045096279,718.09924
1955,0.052901074,715.54222
1965,0.079256017,716.9482
1975,0.081899349,717.10194
1985,0.075105455,710.91772
